event_id,investigation_type,accident_number,event_date,location,country,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,is_destroyed
20001211X11505,Accident,ANC99LA014,1998-12-03,"POINT LAY, AK",United States,PIZ,POINT LAY LRRS,Non-Fatal,Substantial,,Piper,pa-31,No,2.0,reciprocating,positioning,0.0,0.0,0.0,1.0,imc,approach,False
20001211X11545,Accident,DEN99FA024,1998-12-04,"DEMING, NM",United States,,,Fatal(1),Destroyed,,Robinson,r-22 beta ii,No,1.0,reciprocating,other work use,1.0,0.0,0.0,0.0,vmc,cruise,True
20001211X11519,Accident,CHI99FA047,1998-12-04,"WATERFORD, MI",United States,PTK,PONTIAC/OAKLAND CO. INTL,Fatal(1),Destroyed,,Piper,pa-31-350,No,,reciprocating,positioning,1.0,0.0,0.0,0.0,imc,approach,True
20001211X11506,Accident,ANC99LA015,1998-12-04,"NONDALTON, AK",United States,,,Non-Fatal,Substantial,,Stinson,10a,No,1.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,cruise,False
20001211X11593,Accident,LAX99TA043,1998-12-04,"IMPERIAL, CA",United States,IPL,IMPERIAL COUNTY,Non-Fatal,Substantial,,Piper,pa-18-150,No,1.0,reciprocating,public aircraft,0.0,0.0,0.0,1.0,vmc,taxi,False
20001211X11581,Accident,LAX99LA049,1998-12-04,"WINTERHAVEN, CA",United States,,,Non-Fatal,Substantial,,Bell,47g-3b-1,No,1.0,reciprocating,aerial application,0.0,0.0,0.0,1.0,vmc,descent,False
20001211X11525,Accident,CHI99LA048,1998-12-04,"BURLINGTON, WI",United States,,,Non-Fatal,Substantial,,Bellanca,8gcbc,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,imc,climb,False
20001211X11512,Accident,ATL99LA029,1998-12-05,ADJUNTAS,Puerto Rico,,ADJUNTAS,Non-Fatal,Substantial,,Cessna,150b,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,takeoff,False
20001211X11537,Accident,DCA99WA017,1998-12-05,"ISTANBUL, Turkey",Turkey,,,Fatal(2),Destroyed,Airplane,Beech,kingair 300,No,,unknown,unknown,2.0,0.0,0.0,0.0,unk,,True
20001211X11578,Accident,LAX99LA044,1998-12-05,"VICTORVILLE, CA",United States,VCV,SOUTHERN CALIFORNIA INT,Non-Fatal,Substantial,,Piper,pa-24-250,No,1.0,reciprocating,personal,0.0,0.0,1.0,0.0,vmc,approach,False
20001211X11553,Accident,FTW99FA044,1998-12-06,"NEWCASTLE, OK",United States,OUN,NORMAN/UNIV. OF OKLAHOMA,Fatal(1),Destroyed,,Beech,58,No,2.0,reciprocating,personal,1.0,0.0,0.0,0.0,imc,approach,True
20001211X11631,Accident,SEA99LA019,1998-12-06,"CARNATION, WA",United States,,,Non-Fatal,Substantial,,Robinson,r-22b,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,maneuvering,False
20001211X11615,Accident,MIA99WA042,1998-12-06,"MARSH HARBOR, BAHAMAS",Bahamas,,,Non-Fatal,Substantial,,Piper,pa-38-112,No,,unknown,personal,0.0,0.0,0.0,1.0,vmc,,False
20001211X11526,Accident,CHI99LA049,1998-12-06,"EAST TROY, WI",United States,57C,EAST TROY MUNICIPAL,Non-Fatal,Substantial,,Cessna,150,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001211X11571,Accident,FTW99TA046,1998-12-07,"N. LITTLE ROCK, AR",United States,,,Non-Fatal,Substantial,,Bell,oh-58a,No,1.0,turbo shaft,public aircraft,0.0,0.0,0.0,2.0,vmc,maneuvering,False
20001211X11621,Incident,NYC99IA036,1998-12-08,"NEW YORK, NY",United States,LGA,LA GUARDIA AIRPORT,Incident,,,Boeing,737,No,2.0,turbo jet,unknown,0.0,0.0,0.0,52.0,imc,approach,False
20001211X11630,Accident,SEA99FA018,1998-12-08,"TAHOLAH, WA",United States,,,Non-Fatal,Substantial,,Hughes,369d,No,1.0,turbo shaft,other work use,0.0,0.0,1.0,0.0,vmc,maneuvering,False
20001211X11623,Accident,NYC99LA035,1998-12-08,"MATHEWS, VA",United States,NONE,,Non-Fatal,Substantial,,Beech,36,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,landing,False
20001211X11595,Accident,MIA99FA043,1998-12-08,"PAHOKEE, FL",United States,,,Fatal(3),Substantial,,Cessna,402b,No,2.0,reciprocating,instructional,3.0,0.0,0.0,0.0,vmc,approach,False
20001211X11527,Accident,CHI99LA050,1998-12-09,"ASHLAND, NE",United States,,,Non-Fatal,Substantial,,Cessna,310,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,cruise,False
20001211X11514,Accident,ATL99LA032,1998-12-09,"FT MYERS, FL",United States,FMY,PAIGE FIELD,Non-Fatal,Substantial,,Cessna,310c,No,2.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001211X11613,Accident,MIA99LA062,1998-12-10,CHARLOTTE AMALI,,TIST,CYRIL E KING,Non-Fatal,Substantial,,Beech,c-45g,No,2.0,turbo prop,unknown,0.0,0.0,0.0,2.0,vmc,landing,False
20001211X11528,Accident,CHI99LA051,1998-12-10,"EVANSVILLE, IN",United States,3EV,EVANSVILLE SKYLANE,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,taxi,False
20001211X11515,Accident,ATL99LA033,1998-12-10,"LANTANA, FL",United States,LNA,PALM BEACH COUNTY PARK,Non-Fatal,Substantial,,Robinson,r-22b,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,approach,False
20001211X11580,Accident,LAX99LA047,1998-12-11,"HELENDALE, CA",United States,,,Non-Fatal,Substantial,,Bell,47g2,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,cruise,False
20001211X11579,Accident,LAX99LA046,1998-12-11,"TUCSON, AZ",United States,RYN,RYAN FIELD,Non-Fatal,Substantial,,Piper,pa-28r-200,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,False
20001211X11629,Accident,NYC99WA080,1998-12-12,"ACCRA, Ghana",Ghana,,,Non-Fatal,,,Piper,pa-31-350,No,,unknown,unknown,0.0,0.0,5.0,0.0,unk,,False
20001211X11539,Accident,DCA99WA021,1998-12-12,"SURAT THANI, Thailand",Thailand,,,Fatal(2),Destroyed,,Airbus Industrie,300-200,No,,unknown,unknown,2.0,0.0,0.0,0.0,unk,,True
20001211X11619,Accident,NYC99FA037,1998-12-12,"GREENVILLE, PA",United States,4G1,GREENVILLE MUNICIPAL,Fatal(1),Substantial,,Taylorcraft,bc12-d,No,1.0,reciprocating,instructional,1.0,0.0,0.0,0.0,vmc,takeoff,False
20001211X11600,Accident,MIA99LA044,1998-12-13,"NEW SMYRNA BCH, FL",United States,EVB,NEW SYMRNA BEACH MUNI,Non-Fatal,Destroyed,,Rockwell,114a,No,1.0,reciprocating,personal,0.0,1.0,0.0,0.0,vmc,approach,True
20001211X11582,Accident,LAX99LA050,1998-12-13,"SACRAMENTO, CA",United States,,,Non-Fatal,,,Boeing,737-300,No,2.0,turbo fan,unknown,0.0,1.0,0.0,74.0,vmc,descent,False
20001211X11561,Accident,FTW99LA048,1998-12-13,"SAN ANGELO, TX",United States,SJT,MATHIS AIRPORT,Non-Fatal,Substantial,Helicopter,Aerospatiale,as-350-ba,No,2.0,turbo shaft,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001211X11547,Accident,DEN99LA025,1998-12-13,"GLENWOOD SPRING, CO",United States,GWS,GLENWOOD SPRINGS,Non-Fatal,Substantial,,Cessna,182rg,No,1.0,reciprocating,personal,0.0,4.0,0.0,0.0,vmc,landing,False
20001211X11560,Accident,FTW99LA047,1998-12-14,"LUFKIN, TX",United States,LFK,ANGELINA COUNTY,Non-Fatal,Destroyed,,Cessna,337,No,2.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,go-around,True
20001211X11572,Accident,IAD99LA024,1998-12-14,"ESSEX JUNCTION, VT",United States,,,Non-Fatal,Substantial,,Bell,47-g5,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,approach,False
20001211X11516,Accident,ATL99LA034,1998-12-14,"SHELBYVILLE, TN",United States,,,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,cruise,False
20001211X11596,Incident,MIA99IA046,1998-12-15,"ORLANDO, FL",United States,MCO,ORLANDO INTERNATIONAL,Incident,Minor,,Boeing,737-232,No,2.0,turbo fan,unknown,0.0,0.0,0.0,56.0,vmc,approach,False
20001211X11563,Accident,FTW99LA051,1998-12-15,"WAXAHACHIE, TX",United States,,,Non-Fatal,Substantial,,Beech,be-35,No,1.0,reciprocating,unknown,0.0,0.0,2.0,0.0,vmc,cruise,False
20001211X11562,Accident,FTW99LA050,1998-12-15,"MESQUITE, TX",United States,HQZ,MESQUITE MUNICIPAL,Non-Fatal,Substantial,,Beech,be-95-a55,No,2.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001211X11554,Accident,FTW99FA049,1998-12-15,"MARKSVILLE, LA",United States,LA26,MARKSVILLE MUNICIPAL,Fatal(2),Substantial,,Cessna,150h,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,landing,False
20001211X11548,Accident,DEN99LA026,1998-12-15,"GRANBY, CO",United States,,,Non-Fatal,Substantial,,Piper,pa-46-350p,No,1.0,reciprocating,personal,0.0,0.0,0.0,4.0,vmc,descent,False
20001211X11517,Accident,ATL99LA035,1998-12-15,"HANCEVILLE, AL",United States,,,Non-Fatal,Substantial,,Hughes,269a,No,1.0,reciprocating,instructional,0.0,0.0,1.0,1.0,vmc,climb,False
20001211X11614,Accident,MIA99RA048,1998-12-16,"LAS MESITAS, Honduras",Honduras,,,Fatal(2),Destroyed,,Piper,pa-31-310,No,,unknown,unknown,2.0,0.0,0.0,0.0,imc,,True
20001211X11564,Accident,FTW99LA052,1998-12-16,"UMPIRE, AR",United States,,,Non-Fatal,Substantial,,Cessna,182,No,1.0,reciprocating,ferry,0.0,0.0,0.0,1.0,vmc,climb,False
20001211X11541,Accident,DCA99WA025,1998-12-17,"CAMARINES PROVI, Philippines",Philippines,,,Fatal(2),Destroyed,Airplane,Beech,95,Yes,,unknown,unknown,2.0,0.0,0.0,0.0,unk,,True
20001211X11540,Accident,DCA99WA024,1998-12-17,"LIBREVILLE, Gabon",Gabon,,,Fatal(5),Destroyed,,Beech,200,No,,unknown,unknown,5.0,0.0,0.0,0.0,unk,,True
20001211X11520,Accident,CHI99FA052,1998-12-17,"SHERRILL, IA",United States,,,Fatal(1),Destroyed,,Cessna,152,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,vmc,cruise,True
20001211X11634,Accident,SEA99LA022,1998-12-17,"WENATCHEE, WA",United States,,,Non-Fatal,Substantial,,Hiller,uh-12e,No,1.0,reciprocating,unknown,0.0,0.0,0.0,3.0,vmc,cruise,False
20001211X11573,Accident,LAX99FA051,1998-12-17,"LOS ANGELES, CA",United States,LAX,Los Angeles International,Non-Fatal,Substantial,,Learjet,55b,No,2.0,turbo fan,unknown,0.0,0.0,0.0,7.0,vmc,cruise,False
20001211X11530,Accident,CHI99LA055,1998-12-17,"TRAVERSE CITY, MI",United States,TVC,CHERRY CAPITAL AIRPORT,Non-Fatal,Substantial,,Aerospatiale,atr-42-300,No,2.0,turbo prop,unknown,0.0,0.0,0.0,43.0,imc,landing,False
20001211X11507,Accident,ANC99LA016,1998-12-17,"MANOKOTAK, AK",United States,,,Non-Fatal,Substantial,,Cessna,207a,No,1.0,reciprocating,unknown,0.0,1.0,1.0,0.0,imc,cruise,False
20001211X11602,Accident,MIA99LA049,1998-12-18,"LAWRENCEVILLE, GA",United States,LZU,GWINNETT COUNTY-BRISCOE,Non-Fatal,Substantial,,Cessna,170,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001211X11583,Accident,LAX99LA055,1998-12-18,"BIG BEAR, CA",United States,L35,BIG BEAR CITY,Non-Fatal,Substantial,,Piper,pa-28-180,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001211X11628,Accident,NYC99WA039,1998-12-19,"ST JOHN'S, Canada",Canada,,,Fatal(1),Destroyed,,Cessna,u206g,No,,unknown,ferry,1.0,0.0,0.0,0.0,vmc,,True
20001211X11575,Accident,LAX99FA053,1998-12-19,"SANTA CLARITA, CA",United States,,,Fatal(1),Destroyed,,Piper,pa-28-181,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,imc,maneuvering,True
20001211X11542,Accident,DCA99WA026,1998-12-19,"ST. JOHNS, Canada",Canada,,,Fatal(1),Destroyed,,Cessna,206,No,,unknown,ferry,1.0,0.0,0.0,0.0,unk,,True
20001211X11635,Accident,SEA99LA023,1998-12-19,"BELLINGHAM, WA",United States,KBLI,BELLINGHAM,Non-Fatal,Substantial,,Piper,pa-34-200,No,2.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001211X11625,Accident,NYC99LA040,1998-12-19,"FAIRFIELD, PA",United States,W73,MID ATLANTIC SOARING CTR,Non-Fatal,Substantial,,Piper,pa-18-150,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,approach,False
20001211X11624,Accident,NYC99LA038,1998-12-19,"CINCINNATTI, OH",United States,LUK,CINN MUNI-LUNKEN AIRPORT,Non-Fatal,Substantial,,Beech,be-76,No,2.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001211X11604,Accident,MIA99LA052,1998-12-19,"CLEARWATER, FL",United States,PIE,ST PETERSBURG-CLEARWATER,Non-Fatal,Substantial,,Piper,pa-24-250,No,1.0,reciprocating,instructional,0.0,0.0,0.0,3.0,vmc,takeoff,False
20001211X11603,Accident,MIA99LA051B,1998-12-19,"OKEECHOBEE, FL",United States,OBE,OKEECHOBEE COUNTY,Non-Fatal,Substantial,,Let,l-13,No,,unknown,personal,0.0,0.0,0.0,2.0,vmc,approach,False
20001211X11603,Accident,MIA99LA051A,1998-12-19,"OKEECHOBEE, FL",United States,OBE,OKEECHOBEE COUNTY,Non-Fatal,Substantial,,Cessna,172m,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,approach,False
20001211X11509,Accident,ANC99LA018,1998-12-19,"ANCHORAGE, AK",United States,MRI,MERRILL FIELD,Non-Fatal,Substantial,,Piper,pa-23-160,No,2.0,reciprocating,ferry,0.0,0.0,1.0,0.0,vmc,takeoff,False
20001211X11549,Accident,DEN99LA027,1998-12-21,"DENVER, CO",United States,DEN,DENVER INTERNATIONAL,Non-Fatal,Substantial,,Boeing,727-233,No,3.0,turbo fan,,0.0,0.0,0.0,3.0,vmc,taxi,False
20001211X11605,Accident,MIA99LA053,1998-12-23,SAN JUAN,Puerto Rico,SJU,LUIZ MUNOZ MARIN INT'L,Non-Fatal,Substantial,,Cessna,402b,No,2.0,reciprocating,positioning,0.0,0.0,0.0,1.0,vmc,approach,False
20001211X11576,Accident,LAX99FA057,1998-12-23,"QUINCY, CA",United States,,,Fatal(1),Destroyed,,Bell,uh-1h,No,1.0,turbo shaft,other work use,1.0,0.0,0.0,0.0,vmc,maneuvering,True
20001211X11504,Incident,ANC99IA019,1998-12-23,"KOTZEBUE, AK",United States,OTZ,KOTZEBUE-RALPH WEIN MEM.,Incident,Minor,,Cessna,207,No,1.0,reciprocating,unknown,0.0,0.0,0.0,2.0,vmc,taxi,False
20001211X11577,Accident,LAX99FA058,1998-12-24,"YUCAIPA, CA",United States,,,Fatal(2),Destroyed,,Cessna,150l,No,1.0,reciprocating,instructional,2.0,0.0,0.0,0.0,vmc,maneuvering,True
20001211X11607,Accident,MIA99LA055,1998-12-24,"PEMBROKE PINES, FL",United States,,,Non-Fatal,Substantial,,Cessna,150,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001211X11590,Accident,LAX99LA068,1998-12-25,"THERMAL, CA",United States,,,Fatal(2),Destroyed,,Piper,pa-28,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,cruise,True
20001211X11521,Accident,CHI99FA053,1998-12-25,"ANGOLA, IN",United States,,,Fatal(1),Destroyed,,Cessna,c-172r,No,1.0,reciprocating,unknown,1.0,0.0,0.0,0.0,vmc,maneuvering,True
20001211X11544,Incident,DCA99WA036,1998-12-25,"SHANGHAI, CHINA",China,,,Incident,Substantial,Airplane,Mcdonnell Douglas,md-11,No,,unknown,unknown,0.0,0.0,0.0,0.0,unk,,False
20001211X11637,Accident,SEA99LA025,1998-12-25,"BELLINGHAM, WA",United States,BLI,BELLINGHAM INTERNATIONAL,Non-Fatal,Substantial,,Cessna,177,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,climb,False
20001211X11566,Accident,FTW99LA054,1998-12-26,"DFW AIRPORT, TX",United States,DFW,DFW INTERNATIONAL AIRPORT,Non-Fatal,,,Mcdonnell Douglas,md-88,No,2.0,turbo jet,unknown,0.0,1.0,0.0,49.0,vmc,standing,False
20001211X11555,Accident,FTW99FA055,1998-12-26,"MIDLAND, TX",United States,MAF,MIDLAND INTERNATIONAL,Fatal(3),Destroyed,,Cessna,182p,No,1.0,reciprocating,personal,3.0,0.0,0.0,0.0,vmc,approach,True
20001211X11636,Accident,SEA99LA024,1998-12-26,"OMAK, WA",United States,OMK,OMAK,Non-Fatal,Substantial,,Cessna,120,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,False
20001211X11609,Accident,MIA99LA058,1998-12-26,"KNOXVILLE, TN",United States,,,Non-Fatal,Substantial,,Piper,pa-28-180,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,vmc,approach,False
20001211X11608,Accident,MIA99LA057,1998-12-26,"HAINES CITY, FL",United States,,,Non-Fatal,Substantial,,Piper,pa-28-181,No,1.0,reciprocating,personal,0.0,2.0,0.0,0.0,imc,cruise,False
20001211X11591,Accident,LAX99LA069B,1998-12-26,"SAN ANDREAS, CA",United States,0O3,CALAVERAS COUNTY,Non-Fatal,Substantial,,Cessna,150l,No,1.0,reciprocating,personal,0.0,0.0,0.0,5.0,vmc,taxi,False
20001211X11591,Accident,LAX99LA069A,1998-12-26,"SAN ANDREAS, CA",United States,0O3,CALAVERAS COUNTY,Non-Fatal,Substantial,,Cessna,182g,No,1.0,reciprocating,personal,0.0,0.0,0.0,5.0,vmc,taxi,False
20001211X11532,Accident,CHI99LA060,1998-12-26,"APPLETON, WI",United States,ATW,OUTAGAMIE COUNTY REGIONAL,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,1.0,vmc,landing,False
20001211X11620,Accident,NYC99FA041,1998-12-27,"RANDOLPH, NH",United States,,,Fatal(2),Destroyed,,Piper,pa-28r-180,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,vmc,cruise,True
20001211X11585,Accident,LAX99LA059A,1998-12-27,"NORTH LAS VEGAS, NV",United States,VGT,NORTH LAS VEGAS,Non-Fatal,Minor,,Piper,j3c-65,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,taxi,False
20001211X11638,Accident,SEA99LA029,1998-12-27,"WEISER, ID",United States,S87,WEISER MUNICIPAL,Non-Fatal,Substantial,,Beech,200,No,2.0,turbo prop,personal,0.0,0.0,0.0,2.0,vmc,landing,False
20001211X11610,Accident,MIA99LA059,1998-12-27,"CONYERS, GA",United States,,WHISPERING PINES,Non-Fatal,Substantial,,Piper,pa-28-161,No,1.0,reciprocating,personal,0.0,3.0,0.0,0.0,vmc,takeoff,False
20001211X11585,Accident,LAX99LA059B,1998-12-27,"NORTH LAS VEGAS, NV",United States,VGT,NORTH LAS VEGAS,Non-Fatal,Substantial,,Cessna,tr182,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,taxi,False
20001211X11556,Accident,FTW99GA061,1998-12-27,"LAREDO, TX",United States,,,Non-Fatal,Substantial,,Hughes,oh-6a,No,1.0,turbo shaft,public aircraft,0.0,0.0,1.0,0.0,vmc,maneuvering,False
20001211X11550,Accident,DEN99LA028,1998-12-27,"CANON CITY, CO",United States,IV6,FREEMONT COUNTY AIRPORT,Non-Fatal,Substantial,,Burkhart Grob,g103 twin astir,No,,unknown,personal,0.0,1.0,1.0,0.0,vmc,takeoff,False
20001211X11529,Accident,CHI99LA054,1998-12-27,"URBANA, IL",United States,C16,FRASCA FIELD,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,landing,False
20001211X11543,Incident,DCA99WA027,1998-12-28,"CURITBA, BRAZIL",Brazil,,,Incident,Substantial,Airplane,Embraer,emb-145,No,,unknown,unknown,0.0,0.0,0.0,40.0,unk,,False
20001211X11611,Accident,MIA99LA060,1998-12-28,"IMMOKALEE, FL",United States,IMM,IMMOKALEE REGIONAL,Non-Fatal,Substantial,,Cessna,177,No,1.0,reciprocating,instructional,0.0,0.0,1.0,1.0,vmc,takeoff,False
20001211X11587,Accident,LAX99LA061,1998-12-29,"SAN YSABEL, CA",United States,,,Non-Fatal,Substantial,,Ercoupe (eng & Research Corp.),415-c,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,cruise,False
20001211X11616,Accident,MIA99WA123,1998-12-30,"CROOKED ISLAND, BAHAMAS",Bahamas,,,Non-Fatal,Substantial,,Beech,f33a,No,,unknown,personal,0.0,0.0,0.0,4.0,vmc,,False
20001211X11588,Accident,LAX99LA062,1998-12-30,"FURNACE CREEK, CA",United States,L06,FURNACE CREEK,Non-Fatal,Substantial,,Beech,c23,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,False
20001211X11567,Accident,FTW99LA056,1998-12-30,"FABENS, TX",United States,,,Non-Fatal,Substantial,,Piper,pa-32-260,No,1.0,reciprocating,personal,0.0,0.0,1.0,4.0,vmc,cruise,False
20001211X11551,Accident,DEN99LA030,1998-12-30,"ROLLINSVILLE, CO",United States,,,Non-Fatal,Substantial,,Piper,pa-28-181,No,1.0,reciprocating,personal,0.0,0.0,3.0,0.0,vmc,cruise,False
20001211X11533,Accident,CHI99LA068,1998-12-30,"EAU CLARE, WI",United States,EAU,CHIPPEWA VALLEY REGIONAL,Non-Fatal,Substantial,,Cessna,p210n,No,1.0,reciprocating,business,0.0,0.0,0.0,4.0,vmc,landing,False
20001211X11518,Accident,ATL99LA036,1998-12-30,"MURFREESBORO, TN",United States,MBT,MURFREESBORO MUNICIPAL,Non-Fatal,Substantial,,Bell,47g-3b-2,No,1.0,turbo shaft,other work use,0.0,0.0,0.0,2.0,vmc,landing,False
20001211X11546,Accident,DEN99FA029,1998-12-31,"WEST JORDAN, UT",United States,,,Fatal(2),Destroyed,,Piper,pa-24-180,No,1.0,reciprocating,personal,2.0,0.0,0.0,0.0,imc,cruise,True
20001211X11612,Accident,MIA99LA061,1998-12-31,"FORT LAUDERDALE, FL",United States,FLL,FORT LAUDERDALE-HOLLYWOOD,Non-Fatal,Substantial,,Cessna,177,No,1.0,reciprocating,personal,0.0,0.0,0.0,2.0,vmc,descent,False
20001211X11570,Accident,FTW99LA064,1998-12-31,"BOWIE, TX",United States,0F2,BOWIE MUNICIPAL,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,instructional,0.0,0.0,0.0,2.0,vmc,takeoff,False
20001211X11569,Accident,FTW99LA058,1998-12-31,"PEASTER, TX",United States,,,Non-Fatal,Substantial,,Cessna,152,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,cruise,False
20001211X11568,Accident,FTW99LA057,1998-12-31,"MARIETTA, OK",United States,T40,MCGEHEE CATFISH RESTAURAN,Non-Fatal,Substantial,,Cessna,177,No,1.0,reciprocating,personal,0.0,0.0,4.0,0.0,vmc,approach,False
20001211X11531,Accident,CHI99LA057,1998-12-31,"TRYON, NE",United States,,,Non-Fatal,Substantial,,Mooney,m20e,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,cruise,False
20001204X00054,Accident,FTW99LA059,1999-01-01,"SHELBYVILLE, TX",United States,,,Non-Fatal,Substantial,,Cessna,421c,No,2.0,reciprocating,personal,0.0,0.0,4.0,1.0,vmc,cruise,False
20001204X00073,Accident,LAX99LA064,1999-01-02,"HAYWARD, CA",United States,HWD,HAYWARD AIR TERMINAL,Non-Fatal,Destroyed,,Piper,pa-22-108,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,vmc,landing,True
20001204X00051,Accident,FTW99FA060,1999-01-02,"SMACKOVER, AR",United States,,,Fatal(1),Destroyed,,Piper,pa-32-300r,No,1.0,reciprocating,personal,1.0,0.0,0.0,0.0,imc,maneuvering,True
20001204X00101,Accident,NYC99LA044,1999-01-02,"FARMINGDALE, NY",United States,FRG,FARMINGDALE,Non-Fatal,Substantial,,Beech,c-24r,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,False
20001204X00088,Accident,LAX99TA066,1999-01-02,"VAN NUYS, CA",United States,,,Non-Fatal,Substantial,,Bell,205a-1,No,1.0,turbo shaft,public aircraft,0.0,1.0,0.0,2.0,vmc,climb,False
20001204X00074,Accident,LAX99LA065,1999-01-02,"DELANO, CA",United States,,,Non-Fatal,Substantial,,Mooney,m20k,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,imc,approach,False
20001204X00010,Accident,ATL99LA038,1999-01-02,"HOGANSVILLE, GA",United States,CCO,NEWNAN-COWETA COUNTY,Non-Fatal,Substantial,,Piper,pa-34-200,No,2.0,reciprocating,personal,0.0,0.0,0.0,4.0,imc,approach,False
20001204X00009,Accident,ATL99LA037,1999-01-02,"COLBERT, GA",United States,AHN,ATHENS/BEN EPPS AIRPORT,Non-Fatal,Substantial,,Piper,pa-24-250,No,1.0,reciprocating,personal,0.0,0.0,0.0,1.0,imc,descent,False
20001204X00075,Accident,LAX99LA067,1999-01-03,"SANTA BARBARA, CA",United States,SBA,SANTA BARBARA AIRPORT,Non-Fatal,Substantial,,Cessna,140,No,1.0,reciprocating,personal,0.0,0.0,2.0,0.0,vmc,takeoff,False
20001204X00064,Accident,IAD99FA025,1999-01-04,"LACONIA, NH",United States,LCI,LACONIA MUNICIPAL,Fatal(1),Destroyed,,Lake,la-4-250,No,1.0,reciprocating,personal,1.0,1.0,0.0,0.0,vmc,takeoff,True
20001204X00050,Accident,DEN99TA031,1999-01-04,"WOODRUFF, UT",United States,,,Non-Fatal,Substantial,,Hughes,369d,No,1.0,turbo shaft,public aircraft,0.0,0.0,0.0,3.0,vmc,maneuvering,False
20001204X00072,Incident,LAX99IA072,1999-01-05,"PHOENIX, AZ",United States,KPHX,PHOENIX SKY HARBOR,Incident,Minor,,Boeing,727-225a,No,3.0,turbo fan,unknown,0.0,0.0,0.0,180.0,vmc,takeoff,False
20001204X00065,Accident,IAD99LA026,1999-01-05,"FAIRFIELD, VA",United States,,,Non-Fatal,Destroyed,,Piper,pa-30,No,2.0,reciprocating,personal,0.0,2.0,1.0,0.0,vmc,cruise,True
20001204X00002,Accident,ANC99LA020,1999-01-05,"ANCHORAGE, AK",United States,PANC,ANCHORAGE INTERNATIONAL,Non-Fatal,Substantial,,Piper,pa-31-350,No,2.0,reciprocating,unknown,0.0,0.0,0.0,6.0,vmc,taxi,False
